filename,objective_power,mpp_x,equiv_mag,category,level_count,level0_width,level0_height
TCGA-12-3648-01Z-00-DX2.81CB183D-4474-488B-8964-927C4A656C42.svs,20,0.4993,20.02803925495694,20x,3,64021,45853
TCGA-12-3649-01Z-00-DX1.8AD22447-2D97-43BE-BDF1-40F51180508A.svs,20,0.4993,20.02803925495694,20x,4,84028,37616
TCGA-12-3649-01Z-00-DX3.23C7DD3E-4B58-42A7-A0AD-B7F2B004C733.svs,20,0.4993,20.02803925495694,20x,4,74024,32244
TCGA-12-3651-01Z-00-DX4.CCABF491-326A-42B1-B106-605205FF3849.svs,20,0.4993,20.02803925495694,20x,4,86028,45339
TCGA-12-3652-01Z-00-DX4.353A9D45-955F-4DEA-A4C0-0A7A29B1F8E1.svs,20,0.4993,20.02803925495694,20x,3,46015,40193
TCGA-12-3653-01Z-00-DX3.7A9DE9AC-76BA-4FDF-90BF-D47B2276E195.svs,20,0.4993,20.02803925495694,20x,3,48016,37983
TCGA-14-0783-01Z-00-DX1.904587e4-393d-4e4d-9337-ff2655f87ca8.svs,20,0.5015,19.940179461615156,20x,3,52002,40726
TCGA-14-0786-01Z-00-DX1.af5e1f7d-4b04-4b8c-a98d-14361400fe94.svs,20,0.5015,19.940179461615156,20x,3,28001,36699
TCGA-14-0787-01Z-00-DX2.cae9033c-a793-49d6-ab22-366675ac1568.svs,20,0.504,19.841269841269842,20x,3,38373,40884
TCGA-14-0817-01Z-00-DX1.e9d56141-af70-4a31-9b08-5fca4d541e25.svs,20,0.504,19.841269841269842,20x,3,22064,26910
TCGA-14-0817-01Z-00-DX3.636820c0-c393-4590-bbe6-b56fe29e6b28.svs,20,0.504,19.841269841269842,20x,3,45088,38174
TCGA-14-0871-01Z-00-DX1.2832fa80-2d82-4304-9a04-cac90ce6487c.svs,20,0.504,19.841269841269842,20x,3,34535,30851
TCGA-14-0871-01Z-00-DX2.90dac59c-0008-4105-80de-48b701eff68f.svs,20,0.504,19.841269841269842,20x,3,71949,40001
TCGA-14-1452-01Z-00-DX1.767185c9-6688-4264-9d2d-855d09477a64.svs,20,0.5015,19.940179461615156,20x,3,64002,21075
TCGA-14-1452-01Z-00-DX4.ea6e3c27-3f3c-4050-be05-7f657f556750.svs,20,0.5015,19.940179461615156,20x,3,58002,40383
TCGA-14-1453-01Z-00-DX1.214c0e86-4eaa-495e-ab57-4507ac1db596.svs,20,0.5015,19.940179461615156,20x,3,16000,35334
TCGA-14-1453-01Z-00-DX3.d85f42df-ac7e-45b5-807e-929204bf3c87.svs,20,0.5015,19.940179461615156,20x,3,46002,41305
TCGA-14-1454-01Z-00-DX3.fecc5a30-809d-4654-aad5-39c8b1b70607.svs,20,0.5015,19.940179461615156,20x,3,14000,27031
TCGA-14-1458-01Z-00-DX1.35dbc89f-a754-4eac-ad20-40bc44c8fd09.svs,20,0.5015,19.940179461615156,20x,3,50002,41340
TCGA-14-1458-01Z-00-DX2.1839e27f-381d-463e-b30e-c38f0b2835c6.svs,20,0.5015,19.940179461615156,20x,3,52002,20079
TCGA-14-1795-01Z-00-DX2.9bbd2c20-2ef5-4df7-b5dd-bf0dd8a3d587.svs,20,0.5015,19.940179461615156,20x,4,74003,28286
TCGA-14-1795-01Z-00-DX6.9e3232ce-11f2-4851-92ff-7386d5065b4d.svs,20,0.5015,19.940179461615156,20x,3,38001,35387
TCGA-14-1823-01Z-00-DX3.082bdc85-6d24-43e6-9772-d25601f13e4a.svs,20,0.5015,19.940179461615156,20x,3,32001,37375
TCGA-14-1825-01Z-00-DX4.b85367d0-ea6d-496e-8ef7-d6ce24ccf0cb.svs,20,0.5015,19.940179461615156,20x,3,44002,40146
TCGA-14-1829-01Z-00-DX1.0cdf6765-4947-4635-9b87-987b70a66562.svs,20,0.5015,19.940179461615156,20x,3,36001,32697
TCGA-14-1829-01Z-00-DX6.b1abc69f-9d09-4d7c-8814-dc14a4d7fe0b.svs,20,0.5015,19.940179461615156,20x,3,24001,32207
TCGA-14-1829-01Z-00-DX7.7cd4194a-15b5-4d94-a564-d35655c3e34f.svs,20,0.5015,19.940179461615156,20x,3,40001,38847
TCGA-15-1444-01Z-00-DX1.FF2FF962-40EA-4122-B33A-5BF4ED007761.svs,40,0.2462,40.61738424045492,40x+,4,68544,78320
TCGA-15-1446-01Z-00-DX2.2BBD436C-A472-4B8F-8C15-F5692B05E30B.svs,40,0.2462,40.61738424045492,40x+,4,99960,78157
TCGA-18-3409-01Z-00-DX1.3E32CC78-B066-4F85-A781-EDAF39DE0704.svs,40,0.252,39.682539682539684,40x+,4,100512,92280
TCGA-18-3414-01Z-00-DX1.B76AF657-7A93-4F33-BC1A-2E8BF652FC17.svs,40,0.252,39.682539682539684,40x+,4,97640,78750
TCGA-18-3419-01Z-00-DX1.69597BCF-2D4E-4D9B-B4E8-C03137445AF4.svs,40,0.252,39.682539682539684,40x+,4,111042,71389
TCGA-18-4086-01Z-00-DX1.1D06B771-F978-4763-8D4E-7B540E02C55A.svs,40,0.252,39.682539682539684,40x+,4,105298,92803
TCGA-19-0955-01Z-00-DX1.b37ceacd-c458-4f1f-a322-6942731e7953.svs,40,0.2457,40.7000407000407,40x+,4,111552,70894
TCGA-19-0960-01Z-00-DX1.b7c197ae-a66a-4b6f-8598-530dc5a0cc81.svs,40,0.252,39.682539682539684,40x+,4,110313,29464
TCGA-19-1385-01Z-00-DX1.08e05d7e-2687-4bf3-8955-2ed4ccb62567.svs,40,0.2457,40.7000407000407,40x+,4,83664,59393
TCGA-19-2620-01Z-00-DX1.b52311cf-5861-4653-9d87-bcc3389874ef.svs,40,0.252,39.682539682539684,40x+,4,82495,22641
TCGA-19-2621-01Z-00-DX1.bfcead70-24b9-469b-bcfa-ccaf128b7486.svs,40,0.252,39.682539682539684,40x+,4,73861,25862
TCGA-19-5952-01Z-00-DX1.286b1d55-5634-4a8a-a8f1-08bbfc861dbd.svs,40,0.252,39.682539682539684,40x+,4,137172,84709
TCGA-19-5954-01Z-00-DX1.b2e11be4-3f71-4d05-9405-c41dee3fc5b5.svs,40,0.252,39.682539682539684,40x+,4,173623,85007
TCGA-19-A6J5-01Z-00-DX1.2667B32C-FDF4-4197-BD32-56D6124BD01C.svs,40,0.2525,39.603960396039604,40x+,4,179280,73904
TCGA-19-A6J5-01Z-00-DX2.6F777294-333F-45F7-8C1D-0D26F4FEC68A.svs,40,0.2525,39.603960396039604,40x+,4,133464,76225
TCGA-21-1072-01Z-00-DX1.9e6c90ad-0529-4b8b-a4f8-1b05430600f9.svs,40,0.252,39.682539682539684,40x+,3,59473,42231
TCGA-21-1076-01Z-00-DX1.533ca070-93e0-4d49-8770-8f42f341ca38.svs,40,0.252,39.682539682539684,40x+,3,26858,29790
TCGA-21-1080-01Z-00-DX1.7afa55df-e460-406e-ae9a-43ac4a71d0b0.svs,40,0.252,39.682539682539684,40x+,4,44125,70507
TCGA-21-1081-01Z-00-DX1.fce8927a-2c5f-4a64-8414-da66424b3859.svs,40,0.252,39.682539682539684,40x+,4,59473,49834
TCGA-21-1083-01Z-00-DX1.8288ca92-b611-4acf-986e-0b8a3f620b94.svs,40,0.252,39.682539682539684,40x+,4,24940,63753
TCGA-22-4599-01Z-00-DX1.2178D5C0-A444-44F5-B878-F5D1FB2943C9.svs,40,0.2525,39.603960396039604,40x+,4,87648,69058
TCGA-22-4613-01Z-00-DX1.4BC3B7B8-99E7-4744-8F5A-089ECCDE144E.svs,40,0.2525,39.603960396039604,40x+,4,87648,57802
TCGA-22-5471-01Z-00-DX1.AACEB098-E9B8-4A2B-905E-7D66BE962922.svs,40,0.2525,39.603960396039604,40x+,4,123504,73308
TCGA-26-5134-01Z-00-DX1.0498BB2B-7FA9-4DA8-8308-0AE4CBE3F8CB.svs,40,0.2485,40.241448692152915,40x+,4,115868,79306
TCGA-26-6174-01Z-00-DX1.D5C87A05-8A2E-4108-99DA-1B8425D99C42.svs,40,0.2485,40.241448692152915,40x+,4,94801,68462
TCGA-27-1830-01Z-00-DX2.f46f040d-d9a7-4c6c-a74d-368882a01d8a.svs,20,0.5015,19.940179461615156,20x,3,48002,37120
TCGA-27-1831-01Z-00-DX1.81054173-8861-43fd-ba8a-54e58d7ac0f2.svs,20,0.5015,19.940179461615156,20x,3,44002,30843
TCGA-27-1832-01Z-00-DX3.1130e0c6-dbb2-47bb-8769-85ac68bf0c87.svs,20,0.5015,19.940179461615156,20x,3,56002,41393
TCGA-27-1833-01Z-00-DX3.64bd5696-54c4-4ef1-84e4-959f82215edf.svs,20,0.5015,19.940179461615156,20x,3,46002,39774
TCGA-27-1835-01Z-00-DX1.e391c3a2-eb2a-4c3d-94be-16951be30dab.svs,20,0.5015,19.940179461615156,20x,3,58002,41409
TCGA-27-1836-01Z-00-DX4.e54cb874-8c4b-4f64-89b1-af6891cc6d83.svs,20,0.5015,19.940179461615156,20x,3,46002,34931
TCGA-27-2526-01Z-00-DX1.92886024-EADC-46F8-8999-6D80664AC232.svs,40,0.2527,39.57261574990107,40x+,4,121511,83785
TCGA-28-1755-01Z-00-DX1.913db772-e917-4ae0-a2cc-281e63507f57.svs,20,0.5015,19.940179461615156,20x,3,28001,15286
TCGA-2F-A9KP-01Z-00-DX1.3CDF534E-958F-4467-AA7E-FD3C5A86AAAA.svs,40,0.2277,43.917435221783045,40x+,4,118784,93440
TCGA-2F-A9KR-01Z-00-DX1.D6A4BD2D-18F3-4FA6-8272-60392DDAF7B5.svs,40,0.2277,43.917435221783045,40x+,4,122880,103168
TCGA-2F-A9KT-01Z-00-DX2.A06896B2-FC9A-430D-8F59-C89EEA002C8B.svs,40,0.2277,43.917435221783045,40x+,4,131072,102912
TCGA-33-4533-01Z-00-DX2.2dad01a3-daa7-45d9-8c74-97ea5e707524.svs,40,0.252,39.682539682539684,40x+,4,159234,78803
TCGA-33-4533-01Z-00-DX3.5d3d54fc-2bee-4a9e-b9cd-d3ed84b55ef0.svs,40,0.252,39.682539682539684,40x+,4,150601,76454
TCGA-33-4538-01Z-00-DX1.efde88cb-4766-4fb6-bed9-52b14059c7c1.svs,40,0.252,39.682539682539684,40x+,4,165949,83928
TCGA-33-4538-01Z-00-DX2.62dcecc8-576b-406b-81db-1651e5ea589e.svs,40,0.252,39.682539682539684,40x+,4,144846,76659
TCGA-33-4547-01Z-00-DX1.7009df06-03f9-497a-b7bd-f8ef4244d152.svs,40,0.252,39.682539682539684,40x+,4,105517,75575
TCGA-33-4547-01Z-00-DX2.a864126e-e46c-4ce4-a3d5-792f35ccaa80.svs,40,0.252,39.682539682539684,40x+,4,134294,80121
TCGA-33-4547-01Z-00-DX3.9f19ec7f-6469-463a-a027-124c3fe5a06c.svs,40,0.252,39.682539682539684,40x+,4,115109,84531
TCGA-33-4547-01Z-00-DX5.0430003c-aa9c-4d8f-89fd-72fa63207740.svs,40,0.252,39.682539682539684,40x+,4,131416,64633
TCGA-33-4586-01Z-00-DX1.3b7dbb34-4bb4-4de5-a67f-1b6260fd8f15.svs,40,0.252,39.682539682539684,40x+,4,86332,74911
TCGA-33-6738-01Z-00-DX4.8a8b2411-f425-4181-82cc-0c8535055028.svs,40,0.252,39.682539682539684,40x+,4,112231,62953
TCGA-33-A4WN-01Z-00-DX2.0AC8FFA9-BD94-4B28-8066-5430D6053432.svs,40,0.2527,39.57261574990107,40x+,4,151391,88507
TCGA-33-AASI-01Z-00-DX1.71BC119D-9916-4214-9294-26301F2E430F.svs,40,0.2525,39.603960396039604,40x+,4,109560,76498
TCGA-33-AASL-01Z-00-DX1.B6BE8062-EFB3-4615-8F9A-52E2C6D4617F.svs,40,0.2525,39.603960396039604,40x+,4,115536,72649
TCGA-34-2596-01Z-00-DX1.be778d17-d06c-4300-aaf1-c0acbef8fa41.svs,40,0.252,39.682539682539684,40x+,4,142927,86532
TCGA-34-2600-01Z-00-DX1.CDCAAE91-3056-4952-B988-00F3722B520B.svs,40,0.2525,39.603960396039604,40x+,4,113544,76507
TCGA-34-2605-01Z-00-DX1.4DC249E9-26AD-4C0A-918C-3BC6C2DACDD0.svs,40,0.2525,39.603960396039604,40x+,4,95616,75023
TCGA-37-4130-01Z-00-DX1.37ccfdfe-fc20-4809-8dc7-e342242d0bfa.svs,40,0.252,39.682539682539684,40x+,4,168827,75839
TCGA-37-4135-01Z-00-DX1.3f193ee1-530c-4f37-a669-56af75bba8db.svs,40,0.252,39.682539682539684,40x+,4,163071,72241
TCGA-38-4630-01Z-00-DX1.d08d0193-c5ed-4db8-b236-1a4c3c3177b8.svs,40,0.252,39.682539682539684,40x+,4,116068,72362
TCGA-38-6178-01Z-00-DX1.5932337D-BA2B-455D-9E34-22961EFA2170.svs,40,0.252,39.682539682539684,40x+,4,142927,64474
TCGA-39-5030-01Z-00-DX1.09d96fb6-9a19-40ae-967e-49f378340f9b.svs,20,0.504,19.841269841269842,20x,3,52380,32456
TCGA-39-5040-01Z-00-DX1.F314DFF3-AEBE-4171-8F04-5D2A61FDE208.svs,40,0.2498,40.0320256204964,40x+,4,75557,76327
TCGA-3C-AALJ-01Z-00-DX1.777C0957-255A-42F0-9EEB-A3606BCF0C96.svs,Unknown,0.25,40.0,40x+,4,95744,86336
TCGA-3C-AALK-01Z-00-DX1.4E6EB156-BB19-410F-878F-FC0EA7BD0B53.svs,Unknown,0.25,40.0,40x+,4,95488,81920
TCGA-41-2575-01Z-00-DX1.cdce8f65-3ac2-4e03-a655-9176ea272f7e.svs,40,0.252,39.682539682539684,40x+,4,97843,68917
TCGA-43-2576-01Z-00-DX1.779df209-95e1-4303-9c32-4083e8088d8e.svs,40,0.252,39.682539682539684,40x+,4,21103,79948
TCGA-43-6143-01Z-00-DX1.52d974a8-3f07-4e7f-8d3f-5d47f321298c.svs,40,0.252,39.682539682539684,40x+,4,131416,42825
TCGA-43-7656-01Z-00-DX1.6076ce10-fcb2-4f29-b3f3-c3f5649dc469.svs,40,0.252,39.682539682539684,40x+,4,162112,37751
TCGA-44-2655-01Z-00-DX1.ee255271-780c-461c-ab23-5cd3504b5e4a.svs,40,0.252,39.682539682539684,40x+,4,110313,22108
TCGA-44-2657-01Z-00-DX1.b7f608bd-2381-40a2-a757-ca4648a7de8a.svs,40,0.252,39.682539682539684,40x+,4,79617,67243
TCGA-44-2664-01Z-00-DX1.35c75ae5-eee0-4e69-a13a-31b5fad9869a.svs,40,0.252,39.682539682539684,40x+,4,99761,74007
TCGA-44-3398-01Z-00-DX1.74757c91-a0c6-4e7f-b2db-8748c68ffa44.svs,40,0.252,39.682539682539684,40x+,3,53717,35332
TCGA-44-5643-01Z-00-DX1.83fb7631-0ecb-4473-bfb2-c8daa2f87d35.svs,40,0.252,39.682539682539684,40x+,4,98802,83630
TCGA-44-5645-01Z-00-DX1.8b0d89d7-7849-49a6-a2f5-a8faf2c5aab4.svs,40,0.252,39.682539682539684,40x+,4,144846,36848
TCGA-44-6147-01Z-00-DX1.a34a9f49-e86b-43ee-9e2d-7ef35da0aecf.svs,40,0.252,39.682539682539684,40x+,4,162112,34203
TCGA-44-6778-01Z-00-DX1.5e932267-cc68-4a8e-a660-fe2cc0c59ff4.svs,40,0.252,39.682539682539684,40x+,4,122783,45031
TCGA-44-7661-01Z-00-DX1.baf72abd-edb9-4f56-beb3-f5138aa50930.svs,40,0.252,39.682539682539684,40x+,4,24940,66035
TCGA-44-8119-01Z-00-DX1.1EBEBFA7-22DB-4365-9DF8-C4E679C11312.svs,40,0.2505,39.920159680638726,40x+,3,54726,25547
TCGA-44-A4SU-01Z-00-DX1.AE2607C1-B208-4557-ADB4-6AAF03C6D3A9.svs,40,0.2468,40.51863857374392,40x+,4,179928,52044
TCGA-46-3765-01Z-00-DX1.f45e4e30-e60c-40e5-a0b7-4513c0c37fda.svs,40,0.252,39.682539682539684,40x+,4,111272,38349
TCGA-46-3767-01Z-00-DX1.1f1899f9-7d6e-438c-b7ac-701ea088734d.svs,40,0.252,39.682539682539684,40x+,4,127579,58514
TCGA-46-6026-01Z-00-DX1.e0248ea6-ae04-4960-95a8-f39b8e168a38.svs,40,0.252,39.682539682539684,40x+,4,141968,42653
TCGA-49-4488-01Z-00-DX8.b9fb358a-9618-4956-9544-c2ffe2678095.svs,40,0.252,39.682539682539684,40x+,4,116068,78452
TCGA-49-4490-01Z-00-DX2.1b491bd7-60d2-40a6-96cd-01385bce2b0f.svs,40,0.252,39.682539682539684,40x+,4,119905,60981
TCGA-49-4490-01Z-00-DX5.feea87ff-61c6-465e-8b36-4803f6af3d62.svs,40,0.252,39.682539682539684,40x+,4,124701,60515
TCGA-49-4494-01Z-00-DX2.cac5ed0a-98c3-4d37-a4f4-9596a061836a.svs,40,0.252,39.682539682539684,40x+,4,128538,78803
TCGA-49-4501-01Z-00-DX1.9c4bf212-5e32-449e-8710-cf7a3594156e.svs,40,0.252,39.682539682539684,40x+,4,94006,84353
